업소명,업종,업태,도로명주소
대원가든,일반음식점,한식,강원특별자치도 삼척시 미로면 무사길 333
대이가든,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 178-16
대중회관,일반음식점,한식,강원특별자치도 삼척시 척주로 50(남양동)
대진식당,일반음식점,한식,강원특별자치도 삼척시 새천년도로 39-1(정하동)
대평식당,일반음식점,한식,"강원특별자치도 삼척시 진주로 12-21(B-가동 13호 남양동, 중앙시장)"
대학로포차,일반음식점,한식,강원특별자치도 삼척시 교동로 2(당저동)
더바른정국밥,일반음식점,한식,강원특별자치도 삼척시 대학로 40(당저동)
더육향,일반음식점,한식,강원특별자치도 삼척시 새천년도로 32(정하동)
덕산바다순대,일반음식점,한식,강원특별자치도 삼척시 근덕면 덕산해안로 94(1층)
덕산식당,일반음식점,한식,"강원특별자치도 삼척시 진주로 12-21(B동 17호 남양동, 중앙시장)"
덕성식당,일반음식점,한식,강원특별자치도 삼척시 원덕읍 임원중앙로 38
덕암가든,일반음식점,한식,강원특별자치도 삼척시 하장면 벌문재로 1194
덕원분식,일반음식점,분식,강원특별자치도 삼척시 중앙로 292-13(교동)
덕이네밥상,일반음식점,한식,강원특별자치도 삼척시 봉황로 7(102호 남양동)
덕풍골,일반음식점,한식,강원특별자치도 삼척시 가곡면 덕풍길 1059(주덕풍골 주4동)
덕항가든,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 550
도계갈비마을,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 213
도계칼국수,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 135
도계한우설렁탕,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 319-6(2층)
도담도담,일반음식점,한식,강원특별자치도 삼척시 척주로 9-43(남양동)
도야족발보쌈삼척점,일반음식점,한식,강원특별자치도 삼척시 중앙시장길 68-33(남양동)
도자기갤러리담카페,일반음식점,한식,강원특별자치도 삼척시 정상안1길 8-23(정상동)
돈가네,일반음식점,한식,강원특별자치도 삼척시 박걸남로 906(적노동)
돈까스랑 찌개랑,일반음식점,한식,강원특별자치도 삼척시 사대안길 26(남양동)
돈비촌,일반음식점,한식,강원특별자치도 삼척시 청석로 63-10(교동)
돌터매농장가든,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 2649
동굴마을,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 564
동막골촌두부,일반음식점,한식,강원특별자치도 삼척시 근덕면 방재로 5
동막막국수,일반음식점,한식,강원특별자치도 삼척시 근덕면 문의재로 3777-12
동막장수촌,일반음식점,한식,강원특별자치도 삼척시 근덕면 본동안길 2
동송나룻터,일반음식점,한식,강원특별자치도 삼척시 새천년도로 39(정하동)
동아식당,일반음식점,한식,강원특별자치도 삼척시 새천년도로 35(정하동)
동양기사식당,일반음식점,한식,강원특별자치도 삼척시 중앙로 78-1(남양동)
동원식당,일반음식점,한식,강원특별자치도 삼척시 하장면 하장길 96
동이,일반음식점,분식,강원특별자치도 삼척시 원덕읍 호산2길 70-9
동해바다,일반음식점,한식,강원특별자치도 삼척시 청석로 27-64(1층 교동)
동해안,일반음식점,한식,강원특별자치도 삼척시 청석로 74(정상동)
동화식당,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 1232
동활휴게소,일반음식점,한식,강원특별자치도 삼척시 가곡면 가곡천로 595
돼지분식,일반음식점,분식,강원특별자치도 삼척시 남양길 25(남양동)
두끼삼척점,일반음식점,한식,강원특별자치도 삼척시 진주로 42-2(2층 남양동)
두레박고을,일반음식점,한식,강원특별자치도 삼척시 대학로 93(교동)
두리식당,일반음식점,한식,강원특별자치도 삼척시 봉황로 9-22(남양동)
두언니포차,일반음식점,한식,강원특별자치도 삼척시 중앙시장길 68-33(1층 남양동)
두타,일반음식점,한식,강원특별자치도 삼척시 하장면 두타로 680
등대,일반음식점,한식,강원특별자치도 삼척시 남양길 14-41(남양동)
등촌샤브칼국수,일반음식점,분식,강원특별자치도 삼척시 뒷나루길 287-29(교동)
떡볶이일번지,일반음식점,분식,강원특별자치도 삼척시 진주로 12-21(중앙시장 5호 남양동)
또바기구이앤곰탕,일반음식점,한식,강원특별자치도 삼척시 원덕읍 임원중앙로 6
뜰애홍합밥,일반음식점,한식,강원특별자치도 삼척시 새천년도로 615(갈천동)
뜰인더그릴,일반음식점,한식,강원특별자치도 삼척시 수로부인길 453(갈천동)
로컬식당,일반음식점,한식,강원특별자치도 삼척시 엑스포로 108(성남동)
마당넓은집,일반음식점,한식,강원특별자치도 삼척시 오십천로 498-1(정상동)
마실로커피&김밥,일반음식점,분식,강원특별자치도 삼척시 오십천로 274(원당동)
마싯계,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 3643
막걸리집,일반음식점,한식,강원특별자치도 삼척시 대학로 49-12(당저동)
만나우동,일반음식점,한식,"강원특별자치도 삼척시 진주로 12-21(남양동, 중앙시장)"
만월정,일반음식점,한식,강원특별자치도 삼척시 근덕면 방재로 811
맛고을,일반음식점,한식,"강원특별자치도 삼척시 청석로 67(101,102호 교동, C프라자)"
맛나칼국수,일반음식점,한식,강원특별자치도 삼척시 진주로 12-21(중앙시장 문어거리 4호 남양동)
맛에반하다,일반음식점,한식,"강원특별자치도 삼척시 중앙로 176(108호 남양동, 한흥프라자)"
맛있는밥상,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 219(2층)
맛있는집,일반음식점,분식,강원특별자치도 삼척시 정상안길 13(정상동)
맛집루디아분식,일반음식점,분식,강원특별자치도 삼척시 원덕읍 삼척로 433
매코미닭발,일반음식점,한식,강원특별자치도 삼척시 오십천로 437-18(남양동)
맹가네돌솥추어탕,일반음식점,한식,강원특별자치도 삼척시 새천년도로 31(정하동)
맹방식당,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 3993
맹방해변식당,일반음식점,한식,강원특별자치도 삼척시 근덕면 하맹방리 221-20
머구리,일반음식점,한식,"강원특별자치도 삼척시 테마타운길 49(103,104호 갈천동)"
먹고보자,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 406
먹고쿡,일반음식점,분식,강원특별자치도 삼척시 척주로 10(남양동)
먹골촌,일반음식점,한식,강원특별자치도 삼척시 대학로 46-1(당저동)
멕시칸치킨하장점,일반음식점,한식,강원특별자치도 삼척시 하장면 하장길 82
명가해물,일반음식점,한식,강원특별자치도 삼척시 진주로 50-1(당저동)
명동닭갈비,일반음식점,한식,강원특별자치도 삼척시 대학로 27(당저동)
명동도야지,일반음식점,한식,강원특별자치도 삼척시 진주로 12-21(중앙시장 B-나동 1층 25호 남양동)
명산집,일반음식점,한식,강원특별자치도 삼척시 근덕면 장호항길 76(103호)
명성스넥,일반음식점,한식,강원특별자치도 삼척시 오십천로 410(읍중동)
모온떡엔차,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 236
무봉리순대국삼척점,일반음식점,한식,강원특별자치도 삼척시 원덕읍 임원항구로 11(1층)
무청감자탕삼척점,일반음식점,한식,"강원특별자치도 삼척시 동해대로 4362(1층 101,102호 마달동)"
물골식당,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 842
미가구이,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 432
미로도토리막국수,일반음식점,한식,강원특별자치도 삼척시 미로면 강원남부로 4131
미로생칼국수,일반음식점,한식,강원특별자치도 삼척시 미로면 강원남부로 4036
미로식당,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계강변길 42-15
미로주막식당,일반음식점,한식,강원특별자치도 삼척시 미로면 동안로 540
미로휴게기사님식당,일반음식점,한식,강원특별자치도 삼척시 미로면 강원남부로 3973
미로흑염소농장,일반음식점,한식,강원특별자치도 삼척시 오십천로 445-23(남양동)
미소국밥,일반음식점,한식,강원특별자치도 삼척시 정상안길 96-27(정상동)
미숙이네생선조림,일반음식점,한식,강원특별자치도 삼척시 중앙시장1길 17(남양동)
민이네분식,일반음식점,분식,강원특별자치도 삼척시 원덕읍 임원중앙로 13
바다내음,일반음식점,한식,강원특별자치도 삼척시 남양길 25(남양동)
바다를 담다,일반음식점,한식,강원특별자치도 삼척시 테마타운길 49(402호 갈천동)
바다마을,일반음식점,한식,강원특별자치도 삼척시 테마타운길 53(갈천동)
바다양푼이동태탕,일반음식점,한식,강원특별자치도 삼척시 새천년도로 561(갈천동)
바다양푼이동태탕갈남점,일반음식점,한식,강원특별자치도 삼척시 원덕읍 갈남길 22
바다양푼이동태탕교동점&배선장아구찜,일반음식점,한식,강원특별자치도 삼척시 정상안1길 7-19(정상동)
바다양푼이동태탕삼척새천년점,일반음식점,한식,강원특별자치도 삼척시 새천년도로 41(정하동)
바닷가횟집,일반음식점,한식,강원특별자치도 삼척시 근덕면 장호항길 80
바푸리(BPR),일반음식점,분식,강원특별자치도 삼척시 척주로 10(남양동)
박가네남원추어탕,일반음식점,한식,강원특별자치도 삼척시 대학로 47-20(당저동)
박가부대삼척점,일반음식점,한식,강원특별자치도 삼척시 청석로 75-10(1층 교동)
반석가든,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 185
밥짓는농부,일반음식점,한식,강원특별자치도 삼척시 당저길 39(당저동)
방파제식당,일반음식점,한식,강원특별자치도 삼척시 원덕읍 임원항구로 33
배꼽시계,일반음식점,한식,강원특별자치도 삼척시 청석로 79(1층 교동)
배떡삼척점,일반음식점,분식,강원특별자치도 삼척시 진주로 46(남양동)
백곰탕,일반음식점,한식,강원특별자치도 삼척시 새천년도로 605(2층 갈천동)
백년갈비삼척원덕점,일반음식점,한식,강원특별자치도 삼척시 원덕읍 호산2길 39
백두대간,일반음식점,한식,강원특별자치도 삼척시 도계읍 강원남부로 634
백채김치찌개삼척점,일반음식점,한식,강원특별자치도 삼척시 성당길 93-14(당저동)
베들레헴,일반음식점,분식,강원특별자치도 삼척시 도계읍 도계강변1길 32
별미구이쌈,일반음식점,한식,강원특별자치도 삼척시 중앙시장길 77(남양동)
별미추어탕,일반음식점,한식,강원특별자치도 삼척시 뒷나루길 231(교동)
병천순대,일반음식점,한식,강원특별자치도 삼척시 대학로 47(당저동)
보리골돈이,일반음식점,한식,강원특별자치도 삼척시 대학로 4(1층 읍중동)
보스짬뽕,일반음식점,한식,강원특별자치도 삼척시 새천년도로 39-1(정하동)
보양야식,일반음식점,한식,강원특별자치도 삼척시 중앙시장길 48(남양동)
복담,일반음식점,한식,강원특별자치도 삼척시 가곡면 동활길 444(다동)
